txn_id,rule_name,rule_score
tx_2024-01_97337,IP_REUSE,84
tx_2024-01_44671,HIGH_AMOUNT,39
tx_2024-01_6283,HIGH_AMOUNT,11
tx_2024-01_43392,VELOCITY_1H,77
tx_2024-01_22805,ODD_COUNTRY,88
tx_2024-01_82261,HIGH_AMOUNT,32
tx_2024-01_145109,IP_REUSE,88
tx_2024-01_102033,HIGH_AMOUNT,43
tx_2024-01_76571,HIGH_AMOUNT,40
tx_2024-01_99300,VELOCITY_1H,40
tx_2024-01_33922,ODD_COUNTRY,24
tx_2024-01_77975,ODD_COUNTRY,49
tx_2024-01_92624,ODD_COUNTRY,37
tx_2024-01_134275,VELOCITY_1H,54
tx_2024-01_1451,HIGH_AMOUNT,71
tx_2024-01_18224,VELOCITY_1H,64
tx_2024-01_81161,VELOCITY_1H,10
tx_2024-01_85910,ODD_COUNTRY,12
tx_2024-01_101177,VELOCITY_1H,48
tx_2024-01_125176,IP_REUSE,14
tx_2024-01_121640,HIGH_AMOUNT,12
tx_2024-01_23650,ODD_COUNTRY,65
tx_2024-01_107279,HIGH_AMOUNT,58
tx_2024-01_57550,ODD_COUNTRY,88
tx_2024-01_45543,IP_REUSE,82
tx_2024-01_13048,ODD_COUNTRY,81
tx_2024-01_55545,IP_REUSE,75
tx_2024-01_48712,HIGH_AMOUNT,40
tx_2024-01_115206,ODD_COUNTRY,14
tx_2024-01_41381,IP_REUSE,43
tx_2024-01_54682,ODD_COUNTRY,62
tx_2024-01_2175,VELOCITY_1H,50
tx_2024-01_57709,ODD_COUNTRY,10
tx_2024-01_146771,ODD_COUNTRY,72
tx_2024-01_116357,IP_REUSE,80
tx_2024-01_13118,VELOCITY_1H,10
tx_2024-01_29968,IP_REUSE,67
tx_2024-01_100580,IP_REUSE,11
tx_2024-01_143824,IP_REUSE,68
tx_2024-01_70452,IP_REUSE,82
tx_2024-01_4075,VELOCITY_1H,59
tx_2024-01_28571,IP_REUSE,77
tx_2024-01_142478,HIGH_AMOUNT,21
tx_2024-01_74870,VELOCITY_1H,48
tx_2024-01_45777,ODD_COUNTRY,21
tx_2024-01_76364,HIGH_AMOUNT,46
tx_2024-01_113001,HIGH_AMOUNT,44
tx_2024-01_15214,ODD_COUNTRY,42
tx_2024-01_61464,IP_REUSE,90
tx_2024-01_17407,IP_REUSE,76
tx_2024-01_24169,ODD_COUNTRY,90
tx_2024-01_138947,ODD_COUNTRY,40
tx_2024-01_86520,VELOCITY_1H,57
tx_2024-01_15825,ODD_COUNTRY,56
tx_2024-01_148027,VELOCITY_1H,73
tx_2024-01_64218,VELOCITY_1H,74
tx_2024-01_73558,HIGH_AMOUNT,66
tx_2024-01_139667,HIGH_AMOUNT,10
tx_2024-01_17569,HIGH_AMOUNT,72
tx_2024-01_9049,ODD_COUNTRY,16
tx_2024-01_43924,HIGH_AMOUNT,25
tx_2024-01_41048,IP_REUSE,85
tx_2024-01_99800,IP_REUSE,63
tx_2024-01_100459,IP_REUSE,89
tx_2024-01_61529,HIGH_AMOUNT,28
tx_2024-01_11452,HIGH_AMOUNT,15
tx_2024-01_54599,ODD_COUNTRY,56
tx_2024-01_112236,VELOCITY_1H,81
tx_2024-01_69868,IP_REUSE,49
tx_2024-01_22507,ODD_COUNTRY,24
tx_2024-01_43734,VELOCITY_1H,33
tx_2024-01_28026,VELOCITY_1H,64
tx_2024-01_8751,ODD_COUNTRY,63
tx_2024-01_61196,HIGH_AMOUNT,87
tx_2024-01_96264,ODD_COUNTRY,88
tx_2024-01_111823,ODD_COUNTRY,33
tx_2024-01_147739,VELOCITY_1H,11
tx_2024-01_10122,ODD_COUNTRY,50
tx_2024-01_83390,IP_REUSE,48
tx_2024-01_75100,IP_REUSE,13
tx_2024-01_80623,IP_REUSE,30
tx_2024-01_117606,ODD_COUNTRY,70
tx_2024-01_71218,VELOCITY_1H,41
tx_2024-01_67541,ODD_COUNTRY,51
tx_2024-01_50515,ODD_COUNTRY,23
tx_2024-01_112100,HIGH_AMOUNT,52
tx_2024-01_134163,IP_REUSE,76
tx_2024-01_97016,HIGH_AMOUNT,42
tx_2024-01_31426,HIGH_AMOUNT,33
tx_2024-01_134883,VELOCITY_1H,61
tx_2024-01_113204,HIGH_AMOUNT,65
tx_2024-01_40305,IP_REUSE,59
tx_2024-01_136041,IP_REUSE,74
tx_2024-01_27594,HIGH_AMOUNT,18
tx_2024-01_109307,IP_REUSE,20
tx_2024-01_92934,VELOCITY_1H,26
tx_2024-01_8644,VELOCITY_1H,16
tx_2024-01_82463,ODD_COUNTRY,77
tx_2024-01_148888,IP_REUSE,54
tx_2024-01_29938,HIGH_AMOUNT,24
tx_2024-01_54904,VELOCITY_1H,43
tx_2024-01_101160,ODD_COUNTRY,87
tx_2024-01_94031,HIGH_AMOUNT,65
tx_2024-01_46104,ODD_COUNTRY,29
tx_2024-01_65091,HIGH_AMOUNT,50
tx_2024-01_138312,VELOCITY_1H,36
tx_2024-01_118063,ODD_COUNTRY,24
tx_2024-01_83643,ODD_COUNTRY,73
tx_2024-01_86267,IP_REUSE,42
tx_2024-01_126470,HIGH_AMOUNT,46
tx_2024-01_135913,HIGH_AMOUNT,90
tx_2024-01_14430,VELOCITY_1H,59
tx_2024-01_78477,ODD_COUNTRY,20
tx_2024-01_25111,IP_REUSE,30
tx_2024-01_49524,IP_REUSE,76
tx_2024-01_101504,VELOCITY_1H,47
tx_2024-01_96384,HIGH_AMOUNT,22
tx_2024-01_40555,HIGH_AMOUNT,40
tx_2024-01_19946,IP_REUSE,64
tx_2024-01_72285,VELOCITY_1H,46
tx_2024-01_114007,IP_REUSE,27
tx_2024-01_114842,VELOCITY_1H,42
tx_2024-01_83077,VELOCITY_1H,61
tx_2024-01_10480,HIGH_AMOUNT,89
tx_2024-01_149606,IP_REUSE,31
tx_2024-01_87688,IP_REUSE,52
tx_2024-01_104103,ODD_COUNTRY,79
tx_2024-01_72669,VELOCITY_1H,57
tx_2024-01_39813,HIGH_AMOUNT,69
tx_2024-01_50674,VELOCITY_1H,24
tx_2024-01_61227,IP_REUSE,43
tx_2024-01_144993,IP_REUSE,33
tx_2024-01_84664,ODD_COUNTRY,75
tx_2024-01_68393,IP_REUSE,17
tx_2024-01_60563,ODD_COUNTRY,50
tx_2024-01_2548,ODD_COUNTRY,63
tx_2024-01_17994,IP_REUSE,52
tx_2024-01_55068,VELOCITY_1H,52
tx_2024-01_133586,IP_REUSE,37
tx_2024-01_17397,IP_REUSE,68
tx_2024-01_134966,HIGH_AMOUNT,43
tx_2024-01_70234,HIGH_AMOUNT,89
tx_2024-01_76111,VELOCITY_1H,87
tx_2024-01_113254,ODD_COUNTRY,23
tx_2024-01_53471,ODD_COUNTRY,72
tx_2024-01_104556,VELOCITY_1H,80
tx_2024-01_37931,VELOCITY_1H,61
tx_2024-01_144962,ODD_COUNTRY,54
tx_2024-01_109029,IP_REUSE,36
tx_2024-01_42850,IP_REUSE,39
tx_2024-01_88112,HIGH_AMOUNT,32
tx_2024-01_103375,ODD_COUNTRY,82
tx_2024-01_82106,IP_REUSE,43
tx_2024-01_85615,IP_REUSE,47
tx_2024-01_142173,ODD_COUNTRY,33
tx_2024-01_135855,IP_REUSE,76
tx_2024-01_137813,HIGH_AMOUNT,82
tx_2024-01_19582,IP_REUSE,22
tx_2024-01_15461,ODD_COUNTRY,45
tx_2024-01_122901,HIGH_AMOUNT,67
tx_2024-01_75769,VELOCITY_1H,11
tx_2024-01_80112,IP_REUSE,74
tx_2024-01_73994,IP_REUSE,58
tx_2024-01_135447,HIGH_AMOUNT,55
tx_2024-01_103567,ODD_COUNTRY,48
tx_2024-01_76973,VELOCITY_1H,60
tx_2024-01_144865,HIGH_AMOUNT,46
tx_2024-01_46654,VELOCITY_1H,53
tx_2024-01_74352,HIGH_AMOUNT,36
tx_2024-01_107150,HIGH_AMOUNT,57
tx_2024-01_64343,VELOCITY_1H,42
tx_2024-01_129851,ODD_COUNTRY,66
tx_2024-01_94384,IP_REUSE,43
tx_2024-01_17096,HIGH_AMOUNT,16
tx_2024-01_89369,IP_REUSE,35
tx_2024-01_114140,ODD_COUNTRY,35
tx_2024-01_1508,HIGH_AMOUNT,54
tx_2024-01_31732,VELOCITY_1H,25
tx_2024-01_133017,ODD_COUNTRY,77
tx_2024-01_7668,VELOCITY_1H,89
tx_2024-01_97827,HIGH_AMOUNT,27
tx_2024-01_101790,IP_REUSE,17
tx_2024-01_124482,ODD_COUNTRY,45
tx_2024-01_82468,HIGH_AMOUNT,51
tx_2024-01_121164,IP_REUSE,14
tx_2024-01_114309,IP_REUSE,26
tx_2024-01_32524,IP_REUSE,34
tx_2024-01_4055,ODD_COUNTRY,62
tx_2024-01_3946,HIGH_AMOUNT,30
tx_2024-01_100825,ODD_COUNTRY,18
tx_2024-01_56695,VELOCITY_1H,45
tx_2024-01_144787,HIGH_AMOUNT,16
tx_2024-01_117270,HIGH_AMOUNT,56
tx_2024-01_49723,VELOCITY_1H,62
tx_2024-01_45393,ODD_COUNTRY,17
tx_2024-01_75545,HIGH_AMOUNT,19
tx_2024-01_125855,VELOCITY_1H,42
tx_2024-01_12723,VELOCITY_1H,65
tx_2024-01_63701,HIGH_AMOUNT,22
tx_2024-01_113449,IP_REUSE,25
tx_2024-01_83232,HIGH_AMOUNT,43
tx_2024-01_129295,IP_REUSE,69
tx_2024-01_22221,HIGH_AMOUNT,68
tx_2024-01_14786,HIGH_AMOUNT,79
tx_2024-01_3128,VELOCITY_1H,58
tx_2024-01_53431,HIGH_AMOUNT,43
tx_2024-01_108412,HIGH_AMOUNT,74
tx_2024-01_1085,ODD_COUNTRY,58
tx_2024-01_74419,HIGH_AMOUNT,29
tx_2024-01_61667,HIGH_AMOUNT,45
tx_2024-01_74109,VELOCITY_1H,47
tx_2024-01_4670,HIGH_AMOUNT,40
tx_2024-01_41518,ODD_COUNTRY,62
tx_2024-01_14077,VELOCITY_1H,77
tx_2024-01_65196,ODD_COUNTRY,57
tx_2024-01_20892,VELOCITY_1H,23
tx_2024-01_134193,ODD_COUNTRY,13
tx_2024-01_113170,IP_REUSE,30
tx_2024-01_83664,ODD_COUNTRY,39
tx_2024-01_130225,ODD_COUNTRY,32
tx_2024-01_53461,VELOCITY_1H,86
tx_2024-01_126000,ODD_COUNTRY,76
tx_2024-01_84139,VELOCITY_1H,43
tx_2024-01_34554,HIGH_AMOUNT,68
tx_2024-01_19338,HIGH_AMOUNT,33
tx_2024-01_40970,IP_REUSE,50
tx_2024-01_21927,IP_REUSE,11
tx_2024-01_57809,HIGH_AMOUNT,75
tx_2024-01_90383,HIGH_AMOUNT,90
tx_2024-01_15639,VELOCITY_1H,83
tx_2024-01_39474,VELOCITY_1H,80
tx_2024-01_95053,ODD_COUNTRY,44
tx_2024-01_145861,VELOCITY_1H,76
tx_2024-01_82164,HIGH_AMOUNT,86
tx_2024-01_51690,IP_REUSE,65
tx_2024-01_137377,ODD_COUNTRY,76
tx_2024-01_127711,ODD_COUNTRY,19
tx_2024-01_132255,VELOCITY_1H,75
tx_2024-01_102795,ODD_COUNTRY,12
tx_2024-01_42999,HIGH_AMOUNT,26
tx_2024-01_29345,VELOCITY_1H,59
tx_2024-01_145974,ODD_COUNTRY,73
tx_2024-01_77170,HIGH_AMOUNT,48
tx_2024-01_89455,IP_REUSE,78
tx_2024-01_53419,VELOCITY_1H,72
tx_2024-01_75555,ODD_COUNTRY,35
tx_2024-01_100522,HIGH_AMOUNT,13
tx_2024-01_47099,IP_REUSE,38
tx_2024-01_27872,ODD_COUNTRY,35
tx_2024-01_20808,IP_REUSE,77
tx_2024-01_142577,IP_REUSE,40
tx_2024-01_137395,HIGH_AMOUNT,84
tx_2024-01_58080,HIGH_AMOUNT,90
tx_2024-01_123946,ODD_COUNTRY,70
tx_2024-01_118815,ODD_COUNTRY,57
tx_2024-01_42810,VELOCITY_1H,34
tx_2024-01_120665,VELOCITY_1H,36
tx_2024-01_105403,VELOCITY_1H,37
tx_2024-01_98802,ODD_COUNTRY,64
tx_2024-01_111265,ODD_COUNTRY,17
tx_2024-01_88249,HIGH_AMOUNT,82
tx_2024-01_129657,ODD_COUNTRY,76
tx_2024-01_5393,HIGH_AMOUNT,21
tx_2024-01_19701,ODD_COUNTRY,43
tx_2024-01_131673,IP_REUSE,17
tx_2024-01_59328,IP_REUSE,55
tx_2024-01_54380,IP_REUSE,18
tx_2024-01_68719,VELOCITY_1H,85
tx_2024-01_49336,VELOCITY_1H,30
tx_2024-01_141111,VELOCITY_1H,60
tx_2024-01_36410,IP_REUSE,41
tx_2024-01_33568,ODD_COUNTRY,75
tx_2024-01_94712,HIGH_AMOUNT,33
tx_2024-01_144518,ODD_COUNTRY,74
tx_2024-01_136515,HIGH_AMOUNT,33
tx_2024-01_104694,HIGH_AMOUNT,50
tx_2024-01_17318,HIGH_AMOUNT,22
tx_2024-01_78863,HIGH_AMOUNT,46
tx_2024-01_3246,HIGH_AMOUNT,85
tx_2024-01_145842,HIGH_AMOUNT,40
tx_2024-01_26044,IP_REUSE,25
tx_2024-01_19525,IP_REUSE,85
tx_2024-01_68408,ODD_COUNTRY,48
tx_2024-01_146644,HIGH_AMOUNT,76
tx_2024-01_2976,IP_REUSE,17
tx_2024-01_93230,HIGH_AMOUNT,87
tx_2024-01_133635,HIGH_AMOUNT,10
tx_2024-01_140681,VELOCITY_1H,82
tx_2024-01_50111,HIGH_AMOUNT,88
tx_2024-01_132653,IP_REUSE,21
tx_2024-01_72512,HIGH_AMOUNT,74
tx_2024-01_93538,HIGH_AMOUNT,63
tx_2024-01_103527,HIGH_AMOUNT,76
tx_2024-01_128181,VELOCITY_1H,53
tx_2024-01_45247,HIGH_AMOUNT,47
tx_2024-01_77142,VELOCITY_1H,32
tx_2024-01_121045,HIGH_AMOUNT,52
tx_2024-01_53503,VELOCITY_1H,45
tx_2024-01_8332,IP_REUSE,50
tx_2024-01_119667,ODD_COUNTRY,34
tx_2024-01_76907,VELOCITY_1H,22
tx_2024-01_133531,VELOCITY_1H,86
tx_2024-01_98606,HIGH_AMOUNT,59
tx_2024-01_134738,HIGH_AMOUNT,40
tx_2024-01_62204,HIGH_AMOUNT,76
tx_2024-01_92009,HIGH_AMOUNT,65
tx_2024-01_4997,HIGH_AMOUNT,26
tx_2024-01_39989,HIGH_AMOUNT,52
tx_2024-01_101365,ODD_COUNTRY,67
tx_2024-01_11260,VELOCITY_1H,39
tx_2024-01_39930,VELOCITY_1H,18
tx_2024-01_27230,IP_REUSE,50
tx_2024-01_61964,HIGH_AMOUNT,79
tx_2024-01_92501,IP_REUSE,37
tx_2024-01_81663,ODD_COUNTRY,55
tx_2024-01_63737,VELOCITY_1H,41
tx_2024-01_40197,HIGH_AMOUNT,14
tx_2024-01_32909,HIGH_AMOUNT,11
tx_2024-01_135491,ODD_COUNTRY,25
tx_2024-01_60288,HIGH_AMOUNT,22
tx_2024-01_129603,ODD_COUNTRY,22
tx_2024-01_89490,VELOCITY_1H,70
tx_2024-01_123437,HIGH_AMOUNT,51
tx_2024-01_114152,ODD_COUNTRY,24
tx_2024-01_19862,IP_REUSE,83
tx_2024-01_114850,IP_REUSE,24
tx_2024-01_115184,HIGH_AMOUNT,84
tx_2024-01_75715,IP_REUSE,47
tx_2024-01_28855,VELOCITY_1H,17
tx_2024-01_71803,HIGH_AMOUNT,77
tx_2024-01_48921,HIGH_AMOUNT,62
tx_2024-01_38935,ODD_COUNTRY,39
tx_2024-01_18838,IP_REUSE,14
tx_2024-01_1108,HIGH_AMOUNT,25
tx_2024-01_147598,ODD_COUNTRY,80
tx_2024-01_129765,IP_REUSE,33
tx_2024-01_31869,HIGH_AMOUNT,76
tx_2024-01_68526,HIGH_AMOUNT,59
tx_2024-01_102284,HIGH_AMOUNT,62
tx_2024-01_108583,IP_REUSE,13
tx_2024-01_1269,ODD_COUNTRY,68
tx_2024-01_26848,HIGH_AMOUNT,37
tx_2024-01_141784,HIGH_AMOUNT,20
tx_2024-01_82960,HIGH_AMOUNT,80
tx_2024-01_101962,HIGH_AMOUNT,15
tx_2024-01_120286,IP_REUSE,23
tx_2024-01_65828,VELOCITY_1H,61
tx_2024-01_66273,VELOCITY_1H,29
tx_2024-01_100379,HIGH_AMOUNT,74
tx_2024-01_24309,ODD_COUNTRY,90
tx_2024-01_109868,VELOCITY_1H,43
tx_2024-01_22924,ODD_COUNTRY,23
